IdNumber_Numero-db|MikanNumber_Numero-MIKAN|Title-Titre|Image-Number_Numero-Image|ImageUrl|Access_Condition-acces|Branch_Service|DateIssued_Date|Description|Location_Endroit|Photographer_Photographe|Subject_Sujet
1145|3240061|Gunners Bob Bell and Walter Kruger of the Royal Canadian Artillery (R.C.A.) fitting a chimney to their stove, which is a converted 4.5-inch shell charge case, Ravenna, Italy, 10 February 1945.|a173529-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173529-v6|Credit: Lieut. Dan Guravich / Canada.  Dept. of National Defence / Library and Archives Canada / PA-173529       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945||Ravenna, Italy,|Guravich, Daniel.|Army.
1146|3240064|Corporal Ted Court and Trooper John Bjornson of the Calgary Regiment warming their hands at  their stove, which is a converted 4.5-inch shell charge case, Ravenna, Italy, 10 February 1945.|a173523-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173523-v6|Credit: Lieut. Dan Guravich / Canada.  Dept. of National Defence / Library and Archives Canada / PA-173523       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945||Ravenna, Italy,|Guravich, Daniel.|Army.
1147|3240070|Privates Dougal, M. Guerette and A. Corneau, all of the Royal 22e Régiment, warming their hands around a small fire, Ravenna, Italy, 10 February 1945.|a173524-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173524-v6|Credit: Lieut. Dan Guravich / Canada.  Dept. of National Defence / Library and Archives Canada / PA-173524       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945||Ravenna, Italy,|Guravich, Daniel.|Army.
1148|3240082|German prisoners-of-war carrying wounded members of the 1st Canadian Corps through Cesena, Italy,  21 October 1944.|a173520-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173520-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-173520       @Restrictions on use: Nil       @Copyright: Expired|Army|October 21, 1944||Cesena, Italy,|Unknown.|Army.
1149|3240137|Privates Herb Spencer and Harry Toews sawing wood for use in a stove, Ravenna, Italy, 10 February 1945.|a173585-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173585-v6|Credit: Lieut. Daniel Guravich / Canada. Dept. of National Defence / Library and Archives Canada / PA-173585       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945||Ravenna, Italy,|Guravich, Daniel.|Army.
1150|3240138|Canadian soldiers registering their identities before dawing Expeditionary Force Institute commodities, Ravenna, Italy, 14 January 1945.|a173578-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173578-v6|Credit: Lieut. Alex. M. Stirton / Canada. Dept. of National Defence / Library and Archives Canada / PA-173578       @Restrictions on use: Nil       @Copyright: Expired|Army|January 14, 1945|(L-R): Private A. Neilson, Sergeant E.J. Pollock, Corporal Len Handy, unidentified, Joe Julians, Sergeant Wilf Guard, Privates Syd Newton, Robert Geddes|Ravenna, Italy,|Stirton, Alexander Mackenzie, 1915-|Army.
1151|3240218|Personnel of the 12th Manitoba Dragoons holding a banner presented to the regiment by the town corporation of Blankenberghe, Belgium, 9 September 1945.|a173721-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173721-v6|Credit: Lieut. Charles H. Richer / Canada. Dept. of National Defence / Library and Archives Canada / PA-17321       @Restrictions on use: Nil       @Copyright: Expired|Army|September 9, 1945|(L-R): Sergeants C.J. Edwards, E.R. Crone, D. Rice|Blankenburghe, Belgium,|Richer, Charles H.|Army.
1152|3240325|Driver S. Miller of a Canadian reconnaissance regiment examining an artillery shell before its removal, Bagnacavallo, Italy, 3 January 1945.|a173650-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173650-v6|Credit: Capt. Alex M. Stirton / Canada.  Dept. of National Defence / Library and Archives Canada / PA-173650       @Restrictions on use: Nil       @Copyright: Expired|Army|January 3, 1945||Bagnacavallo, Italy,|Stirton, Alexander Mackenzie, 1915-|Army.
1153|3240349|Gunners George Blagdon and Frank Klein and Sergeant Leonard Tremblay, all of the Royal Canadian Artillery (R.C.A.), making a stove from a 4.5-inch shell charge case, Ravenna, Italy, 10 February 1945.|a173690-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173690-v6|Credit: Lieut. Dan Guravich / Canada. Dept. of National Defence / Library and Archives Canada / PA-173690       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945|Blagdon, Gunner George; Klein, Gunner Frank; Tremblay, Sergeant Leonard|Ravenna, Italy,|Guravich, Daniel.|Army.
1154|3240353|Gunner Russ Kannett of the Royal Canadian Artillery (R.C.A.) selecting a 4.5-inch shell charge case to be converted into a stove, Ravenna, Italy, 10 February 1945.|a173693-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173693-v6|Credit: Lieut. Dan Guravich / Canada. Dept. of National Defence / Library and Archives Canada / PA-173693       @Restrictions on use: Nil       @Copyright: Expired|Army|February 10, 1945||Ravenna, Italy,|Guravich, Daniel.|Army.
1155|3240406|Personnel of First Troop, “C” Squadron, Governor General’s Horse Guards, with their Honey tank, Cervia, Italy, 19 January 1945.|a173596-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173596-v6|Credit: Lieut. G. Barry Gilroy / Canada. Dept. of National Defence / Library and Archives Canada / PA-173596       @Restrictions on use: Nil       @Copyright: Expired|Army|January 19, 1945|(L-R): Troopers R.G. Parish, M.J. McCulloch, G.W. Murphy, Lieutenant Ernest Reid, Troopers D.R. Cleave, H.A. Simpson|Cervia, Italy,|Gilroy, G. Barry.|Army.
1156|3240412|Gunners of a medium regiment of the Royal Artillery (British Army) fusing Canadian-made 4.5-inch shells before a shoot on an area north of the Senio River and west of Lake Commacchio, Italy, 18 February 1945.|a173602-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173602-v6|Credit: Capt. Alex M. Stirton / Canada. Dept. of National Defence / Library and Archives Canada / PA-173602       @Restrictions on use: Nil       @Copyright: Expired|Army|February 18, 1945.|Sergeant L. Halstead, Gunner S. Seldon.|Lake Commacchio, Italy (vicinity),:|Stirton, Alexander Mackenzie, 1915-|Army.
1157|3240422|Gunners of the Royal Artillery (British Army) with a Bofors anti-aircraft gun mounted on a Canadian-made Ford chassis, Russi, Italy, 18 February 1945.|a173611-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173611-v6|Credit: Capt. Alex M. Stirton / Canada. Dept. of National Defence / Library and Archives Canada / PA-173611       @Restrictions on use: Nil       @Copyright: Expired|Army|February 18, 1945|Gunners G.A. Jones, C. Stewart, Bombardier M.A. Cummings|Russi, Italy,|Stirton, Alexander Mackenzie, 1915-|Army.
1158|3240423|Personnel of the 1st Canadian Division Gun Shop visiting Gradara Castle, Gradara, Italy, 5 February 1945.|a173612-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173612-v6|Credit: Capt. C.E. Nye / Canada. Dept. of National Defence/ Library and Archives Canada / PA-173612       @Restrictions on use: Nil       @Copyright: Expired|Army|February 5, 1945||Gradara, Italy,|Nye, C.E.|Army.
1159|3240447|Troopers W. Balinnan and A. Gallant of a Canadian reconnaissance regiment speaking to partisans Louisa and Italo Cristofori after the capture of Bagnacavallo, Italy, 3 January 1945.|a173569-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173569-v6|Credit: Capt. Alex M. Stirton / Canada. Dept. of National Defence / Library and Archives Canada / PA-173569       @Restrictions on use: Nil       @Copyright: Expired|Army|January 3, 1945||Bagnacavallo, Italy,|Stirton, Alexander Mackenzie, 1915-|Army.
1160|3240542|Captain B.D. Graham crouches by a glider as he tries to find out the source of German mortar fire, Nijmegen, Netherlands, 8 February 1945.|a173592-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173592-v6|Credit: Lieut. Michael M. Dean / Canada. Dept. of National Defence / Library and Archives Canada / PA-173592       @Restrictions on use: Nil       @Copyright: Expired|Army|February 8, 1945||Nijmegan, Netherland,|Dean, Michael M.|Army.
1161|3240571|Loading used rubber tires being returned to England for recycling, 5th Canadian Armoured Division Ordnance Field Park, Royal Canadian Ordnance Corps, Rimini, Italy, 22 January 1945.|a173538-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173538-v6|Credit: Lieut. J. Ernest DeGuire / Canada. Dept. of National Defence / Library and Archives Canada / PA-173538       @Restrictions on use: Nil       @Copyright: Expired|Army|January 22, 1945||Rimini, Italy,|DeGuire, J. Ernest.|Army.
1162|3240581|Canadian soldiers in Italy, January 1945.|a173549-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173549-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173549       @Restrictions on use: Nil       @Copyright: Expired|Army|January 1945.||Italy,:|Unknown.|Army.
1163|3240582|Sergeant-Major Gordon Keyes and Private R. Neary buying a chicken from an Italian woman, 29 January 1945.|a173550-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173550-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173550       @Restrictions on use: Nil       @Copyright: Expired|Army|January 29, 1945||Italy,|Unknown.|Army.
1164|3240623|Lieutenant-Colonel L.D. McGee of No.5 Armoured Brigade Workshop, Royal Canadian Electrical and Mechanical Engineers (R.C.E.M.E.), Italy, 1944.|a173658-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173658-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173658       @Restrictions on use: Nil       @Copyright: Expired|Army|1944.||Italy,:|Unknown.|Army.
1165|3240626|“Princess Louise”, the mascot of the 8th Princess Louise’s (New Brunswick) Hussars, who was found badly wounded after the battle of Coriano and nursed back to health by members of the regiment. Italy, 1944.|a173657-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173657-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173657       @Restrictions on use: Nil       @Copyright: Expired|Army|1944|Captain J. S. Boyer; Sergeant G.W. Harmer.|Italy,|Unknown.|Army.
1166|3240636|Lance-Corporal S. Walker and Corporal E. Hoole, Canadian Provost Corps, looking at photos of their families while preparing for Christmas leave in Canada. Riccione, Italy, 1 December 1944.|a173668-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173668-v6|Credit: Capt. C.E. Nye / Canada. Dept. of National Defence / Library and Archives Canada / PA-173668.       @Restrictions on use: Nil       @Copyright: Expired|Army|December 1, 1944||Riccione, Italy,|Nye, C.E.|Army.
1167|3240637|Private J.S.P. Bowen, Princess Patricia’s Canadian Light Infantry (P.P.C.L.I.), saying goodbye to a young friend before leaving Italy for a thirty-day Christmas leave in Canada. Italy, 1944.|a173667-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173667-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173667       @Restrictions on use: Nil       @Copyright: Expired|Army|1944.||Italy,:|Unknown.|Army.
1168|3240639|Corporal R. Hill and Private A.D. Hiebert, Saskatoon Light Infantry (M.G.), manning a Vickers machine gun, Riccione, Italy, 1944.|a173665-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173665-v6|Credit: Canada. Dept. of National Defence / Library and Archives Canada / PA-173665       @Restrictions on use: Nil       @Copyright: Expired|Army|1944.||Riccione, Italy (vicinity),:|Unknown.|Army.
1169|3240641|Supervisor L. LeRoy Franks of the Salvation Army, who helped to organize the Grand Hotel rest centre, Riccione, Italy, 5 November 1944.|a173697-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a173697-v6|Credit: Lieut. Dan Guravich / Canada. Dept. of National Defence / Library and Archives Canada / PA-173697       @Restrictions on use: Nil       @Copyright: Expired|Army|November 5, 1944||Riccione, Italy,|Guravich, Daniel.|Army.
1170|3240696|Majors G.A. Burton, Governor General’s Horse Guards, and R.F. Sneyd, Canadian Chaplain Service, reading General H.D.G. Crerar’s farewell message to Canadian troops, Nijmegen, Netherlands, 31 May 1945.|a174204-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174204-v6|Credit: Lieut. J. Ernest DeGuire / Canada.  Dept. of National Defence / Library and Archives Canada / PA-174204       @Restrictions on use: Nil       @Copyright: Expired|Army|May 31, 1945||Nijmegen, Netherlands,|DeGuire, J. Ernest.|Army.
1171|3240700|Personnel of the 5th Field Regiment, Royal Canadian Artillery (R.C.A.), with one of the regiment’s 25-pounder guns, Malden, Netherlands, 1 February 1945.|a174200-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174200-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-174200       @Restrictions on use: Nil       @Copyright: Expired|Army|February 1, 1945.|(L-R): Lieutenant W.P. Kennedy, Major Dick Walker, Gunner Bill Ballantyne. Note the humourous inscription on the gun reading, “Check your range - remember Russians are rushin’ this way”.|Malden, Netherlands,:|Dean, Michael M.|Army.
1172|3240708|Infantrymen of the Perth Regiment advancing through Arnhem, Netherlands, 15 April 1945.|a174223-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174223-v6|Credit: Capt. Jack H. Smith / Canada.  Dept. of National Defence / Library and Archives Canada / PA-174223        @Restrictions on use: Nil       @Copyright: Expired|Army|April 15, 1945||Arnhem, Netherlands,|Smith, Jack H.|Army.
1173|3240737|Course No.1, No.5 Operational Training Unit (Royal Canadian Airforce Schools and Training Units), Royal Canadian Air Force (R.C.A.F.), Boundary Bay, British Columbia, Canada, 9 June 1944.|a174254-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174254-v6|Credit: Canada.  Dept. of National Defence / Library and Archives Canada / PA-174254       @Restrictions on use: Nil       @Copyright: Expired|Air Force|June 9, 1944.|(Front row, L-R): Pilot Officers Mair, Patterson, Hougan, Robinson. (Rear row, L-R): Pilot Officers Skirrow, Morrison, Sharpe, Moum.|Boundary Bay, British Columbia, Canada:|Unknown.|Royal Canadian Airforce (R.C.A.F.)
1174|3241238|H/Captain Samuel Cass, a rabbi, conducting the first worship service celebrated on German territory by Jewish personnel of the 1st Canadian Army near Cleve, Germany, 18 March 1945.|a174315-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174315-v6|Credit: Lieut. Barney J. Gloster / Canada.  Dept. of National Defence / Library and Archives Canada / PA-174315       @Restrictions on use: Nil       @Copyright: Expired|Army|March 18, 1945.||Cleve, Germany (vicinity),:|Gloster, Barney J.|Army.
1175|3241241|Jewish personnel of the 1st Canadian Army celebrating a Passover Seder meal, Brussels, Belgium, 29 March 1945.|a174319-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a174319-v6|Credit: Lieut. H. Gordon Aikman / Canada.  Dept. of National Defence / Library and Archives Canada / PA-174319       @Restrictions on use: Nil       @Copyright: Expired|Army|March 29, 1945||Brussels, Belgium,|Aikman, H. Gordon.|Army.
1176|3241345|Paratroopers of the 101st Airborne Division, U.S. Army, waiting to board storm boats operated by the 23rd Field Company, Royal Canadian Engineers (R.C.E.), near Nijmegen, Netherlands, 27 November 1944.|a167039-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a167039-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-167039       @Restrictions on use: Nil       @Copyright: Expired|Army|November 27, 1944.||Nijmegen, Netherlands (vicinity):|Dean, Michael M.|Army.
1177|3241347|Paratroopers of the 101st Airborne Division, U.S. Army, aboard a storm boat operated by the 23rd Field Company, Royal Canadian Engineers (R.C.E.), near Nijmegen, Netherlands, 27 November 1944.|a167034-v6|http://central.bac-lac.gc.ca/.item/?op=img&id=a167034-v6|Credit: Lieut. Michael M. Dean / Canada.  Dept. of National Defence / Library and Archives Canada / PA-167034       @Restrictions on use: Nil       @Copyright: Expired|Army|November 27, 1944.||Nijmegen, Netherlands (vicinity):|Dean, Michael M.|Army.
